energy_densityc2,pressurec2
1.076478e+11,1.703432e+08
1.101595e+11,1.752490e+08
1.127297e+11,1.802725e+08
1.153596e+11,1.854635e+08
1.180511e+11,1.907924e+08
1.208055e+11,1.962743e+08
1.236241e+11,2.019004e+08
1.265084e+11,2.076842e+08
1.294601e+11,2.136364e+08
1.324806e+11,2.197574e+08
1.355716e+11,2.260496e+08
1.387347e+11,2.324986e+08
1.419720e+11,2.391537e+08
1.452844e+11,2.459743e+08
1.486745e+11,2.529840e+08
1.521436e+11,2.602264e+08
1.556938e+11,2.676387e+08
1.593267e+11,2.752464e+08
1.630444e+11,2.830679e+08
1.668489e+11,2.911282e+08
1.707422e+11,2.994207e+08
1.747263e+11,3.079074e+08
1.788037e+11,3.166333e+08
1.829759e+11,3.256423e+08
1.872459e+11,3.348222e+08
1.916151e+11,3.443048e+08
1.960866e+11,3.540544e+08
2.006626e+11,3.640784e+08
2.053453e+11,3.743848e+08
2.101368e+11,3.849268e+08
2.150411e+11,3.957729e+08
2.200593e+11,4.069138e+08
2.251947e+11,4.184216e+08
2.304504e+11,4.301944e+08
2.358282e+11,4.423042e+08
2.413321e+11,4.546909e+08
2.469639e+11,4.674760e+08
2.527276e+11,4.805614e+08
2.586259e+11,4.940782e+08
2.646618e+11,5.078994e+08
2.708386e+11,5.221050e+08
2.771596e+11,5.367054e+08
2.836281e+11,5.517093e+08
2.902476e+11,5.671301e+08
2.970221e+11,5.828974e+08
3.039542e+11,5.991795e+08
3.110487e+11,6.158406e+08
3.183088e+11,6.329456e+08
3.257376e+11,6.505342e+08
3.333406e+11,6.685971e+08
3.411210e+11,6.871642e+08
3.490830e+11,7.062316e+08
3.572309e+11,7.257451e+08
3.655697e+11,7.458733e+08
3.741023e+11,7.664552e+08
3.828342e+11,7.876017e+08
3.917707e+11,8.093208e+08
4.009148e+11,8.316354e+08
4.102733e+11,8.545576e+08
4.198504e+11,8.600659e+08
4.296510e+11,8.705357e+08
4.396793e+11,8.803049e+08
4.499427e+11,8.903363e+08
4.604447e+11,8.996043e+08
4.711918e+11,9.089612e+08
4.821887e+11,9.184433e+08
4.934433e+11,9.280204e+08
5.049596e+11,9.377633e+08
5.167445e+11,9.473421e+08
5.288035e+11,9.568924e+08
5.411437e+11,9.671551e+08
5.537732e+11,9.767424e+08
5.666949e+11,9.874260e+08
5.799195e+11,9.974201e+08
5.934512e+11,1.008573e+09
6.072988e+11,1.019064e+09
6.214695e+11,1.030658e+09
6.359708e+11,1.041657e+09
6.508106e+11,1.053828e+09
6.659952e+11,1.065392e+09
6.815340e+11,1.078157e+09
6.974354e+11,1.090319e+09
7.137061e+11,1.103746e+09
7.303582e+11,1.117447e+09
7.473971e+11,1.130627e+09
7.648335e+11,1.145094e+09
7.826765e+11,1.159889e+09
8.009360e+11,1.174168e+09
8.196197e+11,1.189850e+09
8.387411e+11,1.205917e+09
8.583065e+11,1.222384e+09
8.783283e+11,1.239335e+09
8.988175e+11,1.256506e+09
9.197843e+11,1.274345e+09
9.412403e+11,1.292819e+09
9.631947e+11,1.312090e+09
9.856633e+11,1.331554e+09
1.008654e+12,1.351711e+09
1.032181e+12,1.372336e+09
1.056257e+12,1.393649e+09
1.080894e+12,1.416474e+09
1.106105e+12,1.439073e+09
1.131905e+12,1.463270e+09
1.158307e+12,1.487315e+09
1.185322e+12,1.512989e+09
1.212970e+12,1.538498e+09
1.241259e+12,1.565710e+09
1.270212e+12,1.593767e+09
1.299836e+12,1.622667e+09
1.330152e+12,1.651925e+09
1.361175e+12,1.682213e+09
1.392921e+12,1.714224e+09
1.425408e+12,1.747479e+09
1.458653e+12,1.781162e+09
1.492672e+12,1.815893e+09
1.527486e+12,1.851698e+09
1.563111e+12,1.889579e+09
1.599567e+12,1.927743e+09
1.636870e+12,1.968034e+09
1.675046e+12,2.008613e+09
1.714112e+12,2.051504e+09
1.754086e+12,2.095745e+09
1.794996e+12,2.141362e+09
1.836857e+12,2.188490e+09
1.879697e+12,2.237100e+09
1.923537e+12,2.287250e+09
1.968395e+12,2.338986e+09
2.014303e+12,2.393281e+09
2.061278e+12,2.448577e+09
2.109348e+12,2.505547e+09
2.158543e+12,2.565317e+09
2.208882e+12,2.627057e+09
2.260399e+12,2.689904e+09
2.313113e+12,2.755464e+09
2.367061e+12,2.823378e+09
2.422262e+12,2.893437e+09
2.478756e+12,2.966575e+09
2.536567e+12,3.041508e+09
2.595721e+12,3.118691e+09
2.656260e+12,3.199322e+09
2.718206e+12,3.281705e+09
2.781601e+12,3.367614e+09
2.846476e+12,3.456472e+09
2.912857e+12,3.547922e+09
2.980794e+12,3.642336e+09
3.050314e+12,3.740560e+09
3.121455e+12,3.841535e+09
3.194256e+12,3.945754e+09
3.268755e+12,4.054564e+09
3.344991e+12,4.165807e+09
3.423006e+12,4.281587e+09
3.502839e+12,4.401301e+09
3.584536e+12,4.523923e+09
3.668137e+12,4.651557e+09
3.753696e+12,4.784282e+09
3.841242e+12,4.920427e+09
3.930830e+12,5.060980e+09
4.022517e+12,5.207172e+09
4.116333e+12,5.357139e+09
4.212347e+12,5.513024e+09
4.310600e+12,5.673966e+09
4.411134e+12,5.840199e+09
4.514024e+12,6.011854e+09
4.619314e+12,6.189127e+09
4.727060e+12,6.373166e+09
4.837318e+12,6.562217e+09
4.950148e+12,6.758447e+09
5.065622e+12,6.961066e+09
5.183777e+12,7.169255e+09
5.304701e+12,7.385196e+09
5.428433e+12,7.609211e+09
5.555063e+12,7.839470e+09
5.684635e+12,8.077301e+09
5.817242e+12,8.323771e+09
5.952941e+12,8.578178e+09
6.091808e+12,8.839621e+09
6.233912e+12,9.111193e+09
6.379347e+12,9.392057e+09
6.528159e+12,9.681112e+09
6.680457e+12,9.979545e+09
6.836294e+12,1.028845e+10
6.867907e+12,1.035140e+10
6.899651e+12,1.041478e+10
6.931541e+12,1.047860e+10
6.963595e+12,1.054230e+10
6.995781e+12,1.060700e+10
7.028117e+12,1.067148e+10
7.060616e+12,1.073682e+10
7.093251e+12,1.080271e+10
7.126037e+12,1.086895e+10
7.158989e+12,1.093560e+10
7.192078e+12,1.100271e+10
7.225337e+12,1.107028e+10
7.258733e+12,1.113821e+10
7.292283e+12,1.120651e+10
7.326005e+12,1.127533e+10
7.359866e+12,1.134462e+10
7.393900e+12,1.141429e+10
7.428075e+12,1.148444e+10
7.462408e+12,1.155496e+10
7.496917e+12,1.162607e+10
7.531568e+12,1.169757e+10
7.566397e+12,1.177013e+10
7.601369e+12,1.184273e+10
7.636520e+12,1.191550e+10
7.671816e+12,1.198894e+10
7.707294e+12,1.206262e+10
7.742917e+12,1.213695e+10
7.778705e+12,1.221154e+10
7.814676e+12,1.228681e+10
7.850796e+12,1.236237e+10
7.887099e+12,1.243856e+10
7.923555e+12,1.251527e+10
7.960195e+12,1.259230e+10
7.996987e+12,1.267080e+10
8.033968e+12,1.274888e+10
8.071101e+12,1.282740e+10
8.108425e+12,1.290651e+10
8.145902e+12,1.298612e+10
8.183572e+12,1.306620e+10
8.221397e+12,1.314679e+10
8.259415e+12,1.322869e+10
8.297591e+12,1.331027e+10
8.335961e+12,1.339248e+10
8.374508e+12,1.347521e+10
8.413215e+12,1.355831e+10
8.452121e+12,1.364193e+10
8.491187e+12,1.372703e+10
8.530453e+12,1.381175e+10
8.569881e+12,1.389712e+10
8.609511e+12,1.398289e+10
8.649325e+12,1.406889e+10
8.689302e+12,1.415715e+10
8.729483e+12,1.424446e+10
8.769833e+12,1.433257e+10
8.810385e+12,1.442109e+10
8.851128e+12,1.451105e+10
8.892038e+12,1.460074e+10
8.933158e+12,1.469105e+10
8.974447e+12,1.478191e+10
9.015948e+12,1.487413e+10
9.057639e+12,1.496613e+10
9.099506e+12,1.505869e+10
9.141583e+12,1.515264e+10
9.183857e+12,1.524636e+10
9.226305e+12,1.534066e+10
9.268971e+12,1.543521e+10
9.311831e+12,1.553184e+10
9.354873e+12,1.562796e+10
9.398131e+12,1.572477e+10
9.441591e+12,1.582287e+10
9.485231e+12,1.592073e+10
9.529094e+12,1.601942e+10
9.573160e+12,1.611935e+10
9.617407e+12,1.621905e+10
9.661879e+12,1.632073e+10
9.706559e+12,1.642131e+10
9.751446e+12,1.652310e+10
9.796517e+12,1.662617e+10
9.841820e+12,1.672923e+10
9.887329e+12,1.683270e+10
9.933052e+12,1.693787e+10
9.978963e+12,1.704277e+10
1.002511e+13,1.714909e+10
1.007147e+13,1.725539e+10
1.011804e+13,1.736273e+10
1.016481e+13,1.747058e+10
1.021181e+13,1.757886e+10
1.025903e+13,1.768861e+10
1.030648e+13,1.779825e+10
1.035413e+13,1.790919e+10
1.040199e+13,1.802021e+10
1.045009e+13,1.813270e+10
1.049842e+13,1.824510e+10
1.054697e+13,1.835859e+10
1.059574e+13,1.847279e+10
1.064471e+13,1.858868e+10
1.069394e+13,1.870324e+10
1.074339e+13,1.882016e+10
1.079307e+13,1.893657e+10
1.084298e+13,1.905412e+10
1.089312e+13,1.917290e+10
1.094349e+13,1.929250e+10
1.099408e+13,1.941201e+10
1.104491e+13,1.953318e+10
1.109599e+13,1.965434e+10
1.114730e+13,1.977686e+10
1.119885e+13,1.989953e+10
1.125063e+13,2.002359e+10
1.130266e+13,2.014788e+10
1.135493e+13,2.027348e+10
1.140743e+13,2.039986e+10
1.146019e+13,2.052630e+10
1.151316e+13,2.065426e+10
1.156640e+13,2.078247e+10
1.161988e+13,2.091202e+10
1.167362e+13,2.104238e+10
1.172760e+13,2.117291e+10
1.178183e+13,2.130490e+10
1.183631e+13,2.143705e+10
1.189105e+13,2.157068e+10
1.194604e+13,2.170505e+10
1.200128e+13,2.183969e+10
1.205677e+13,2.197582e+10
1.211253e+13,2.211282e+10
1.216854e+13,2.224999e+10
1.222481e+13,2.238859e+10
1.228134e+13,2.252795e+10
1.233813e+13,2.266779e+10
1.239519e+13,2.280910e+10
1.245251e+13,2.295109e+10
1.251009e+13,2.309284e+10
1.256794e+13,2.323731e+10
1.262606e+13,2.338205e+10
1.268445e+13,2.352750e+10
1.274310e+13,2.367344e+10
1.280203e+13,2.382092e+10
1.286126e+13,2.396920e+10
1.292073e+13,2.411809e+10
1.298048e+13,2.426801e+10
1.304051e+13,2.441908e+10
1.310081e+13,2.457108e+10
1.316139e+13,2.472382e+10
1.322225e+13,2.487729e+10
1.328340e+13,2.503215e+10
1.334482e+13,2.518786e+10
1.340656e+13,2.534444e+10
1.346856e+13,2.550131e+10
1.353084e+13,2.566050e+10
1.359341e+13,2.581990e+10
1.365627e+13,2.598062e+10
1.371942e+13,2.614212e+10
1.378286e+13,2.630474e+10
1.384663e+13,2.646790e+10
1.391066e+13,2.663232e+10
1.397499e+13,2.679799e+10
1.403961e+13,2.696444e+10
1.410453e+13,2.713205e+10
1.416979e+13,2.730083e+10
1.423531e+13,2.747006e+10
1.430114e+13,2.764058e+10
1.436727e+13,2.781238e+10
1.443371e+13,2.798527e+10
1.450049e+13,2.815899e+10
1.456754e+13,2.833402e+10
1.463491e+13,2.851002e+10
1.470262e+13,2.868699e+10
1.477061e+13,2.886520e+10
1.483891e+13,2.904449e+10
1.490753e+13,2.922465e+10
1.497650e+13,2.940657e+10
1.504575e+13,2.958846e+10
1.511533e+13,2.977213e+10
1.518526e+13,2.995693e+10
1.525548e+13,3.014274e+10
1.532603e+13,3.032985e+10
1.539693e+13,3.051799e+10
1.546813e+13,3.070742e+10
1.553966e+13,3.089789e+10
1.561156e+13,3.108954e+10
1.568375e+13,3.128225e+10
1.575627e+13,3.147629e+10
1.582917e+13,3.167154e+10
1.590237e+13,3.186784e+10
1.597591e+13,3.206552e+10
1.604982e+13,3.226428e+10
1.612404e+13,3.246426e+10
1.619860e+13,3.266550e+10
1.627354e+13,3.286796e+10
1.634879e+13,3.307169e+10
1.642443e+13,3.327654e+10
1.650038e+13,3.348266e+10
1.657672e+13,3.368916e+10
1.665338e+13,3.389903e+10
1.673039e+13,3.410900e+10
1.680779e+13,3.432011e+10
1.688551e+13,3.453271e+10
1.696363e+13,3.474645e+10
1.704208e+13,3.496151e+10
1.712092e+13,3.517790e+10
1.720010e+13,3.539565e+10
1.727967e+13,3.561473e+10
1.735958e+13,3.583501e+10
1.743989e+13,3.605682e+10
1.752054e+13,3.628000e+10
1.760160e+13,3.650439e+10
1.768299e+13,3.673034e+10
1.776480e+13,3.695753e+10
1.784695e+13,3.718594e+10
1.792952e+13,3.741464e+10
1.801243e+13,3.764738e+10
1.809576e+13,3.787990e+10
1.817944e+13,3.811419e+10
1.826355e+13,3.834994e+10
1.834805e+13,3.858680e+10
1.843289e+13,3.882529e+10
1.851818e+13,3.906509e+10
1.860385e+13,3.930637e+10
1.868988e+13,3.954931e+10
1.877630e+13,3.979375e+10
1.886317e+13,4.003953e+10
1.895044e+13,4.028665e+10
1.903812e+13,4.053531e+10
1.912616e+13,4.078584e+10
1.921464e+13,4.103757e+10
1.930354e+13,4.129085e+10
1.939280e+13,4.154552e+10
1.948252e+13,4.180212e+10
1.957266e+13,4.205993e+10
1.966317e+13,4.231952e+10
1.975414e+13,4.258053e+10
1.984553e+13,4.284315e+10
1.993730e+13,4.310738e+10
2.002954e+13,4.337343e+10
2.012221e+13,4.364076e+10
2.021526e+13,4.390970e+10
2.030878e+13,4.418052e+10
2.040274e+13,4.445301e+10
2.049709e+13,4.473031e+10
2.059192e+13,4.500244e+10
2.068719e+13,4.527999e+10
2.078290e+13,4.555865e+10
2.087905e+13,4.583943e+10
2.097560e+13,4.612174e+10
2.107264e+13,4.640579e+10
2.117013e+13,4.669179e+10
2.126808e+13,4.697935e+10
2.136648e+13,4.726848e+10
2.146528e+13,4.755958e+10
2.156459e+13,4.785249e+10
2.166436e+13,4.814677e+10
2.176459e+13,4.844329e+10
2.186528e+13,4.874121e+10
2.196639e+13,4.904119e+10
2.206802e+13,4.934299e+10
2.217012e+13,4.964644e+10
2.227269e+13,4.995198e+10
2.237573e+13,5.025896e+10
2.247925e+13,5.056827e+10
2.258325e+13,5.088104e+10
2.268773e+13,5.119214e+10
2.279270e+13,5.150698e+10
2.289814e+13,5.182327e+10
2.300403e+13,5.214221e+10
2.311046e+13,5.246242e+10
2.321738e+13,5.278505e+10
2.332480e+13,5.310920e+10
2.343271e+13,5.343581e+10
2.354112e+13,5.376373e+10
2.365003e+13,5.409437e+10
2.375945e+13,5.442632e+10
2.386937e+13,5.476103e+10
2.397980e+13,5.509707e+10
2.409074e+13,5.543567e+10
2.420220e+13,5.577585e+10
2.431417e+13,5.611861e+10
2.442666e+13,5.646300e+10
2.453967e+13,5.680973e+10
2.465321e+13,5.715835e+10
2.476726e+13,5.750936e+10
2.488185e+13,5.786227e+10
2.499696e+13,5.821761e+10
2.511261e+13,5.857461e+10
2.522879e+13,5.893458e+10
2.534551e+13,5.929570e+10
2.546283e+13,5.966089e+10
2.558057e+13,6.002569e+10
2.569898e+13,6.039376e+10
2.581788e+13,6.076464e+10
2.593733e+13,6.113699e+10
2.605732e+13,6.151243e+10
2.617788e+13,6.188937e+10
2.629899e+13,6.226752e+10
2.642066e+13,6.265101e+10
2.654290e+13,6.303491e+10
2.666576e+13,6.342200e+10
2.678912e+13,6.381036e+10
2.691306e+13,6.420362e+10
2.703757e+13,6.459563e+10
2.716267e+13,6.499117e+10
2.728833e+13,6.539029e+10
2.741464e+13,6.579069e+10
2.754148e+13,6.619384e+10
2.766889e+13,6.660005e+10
2.779690e+13,6.700815e+10
2.792557e+13,6.741846e+10
2.805476e+13,6.783218e+10
2.818456e+13,6.824784e+10
2.831496e+13,6.866575e+10
2.844602e+13,6.908742e+10
2.857762e+13,6.951046e+10
2.870984e+13,6.993608e+10
2.884273e+13,7.036558e+10
2.897616e+13,7.079644e+10
2.911022e+13,7.122995e+10
2.924490e+13,7.166738e+10
2.938026e+13,7.210622e+10
2.951619e+13,7.254775e+10
2.965275e+13,7.299326e+10
2.979000e+13,7.344055e+10
2.992783e+13,7.389025e+10
3.006629e+13,7.434270e+10
3.020546e+13,7.479956e+10
3.034520e+13,7.525758e+10
3.048559e+13,7.571842e+10
3.062670e+13,7.618373e+10
3.076839e+13,7.665022e+10
3.091081e+13,7.711991e+10
3.105382e+13,7.759250e+10
3.119749e+13,7.806899e+10
3.134189e+13,7.854737e+10
3.148689e+13,7.902870e+10
3.163264e+13,7.951296e+10
3.177898e+13,8.000160e+10
3.192608e+13,8.049184e+10
3.207378e+13,8.098542e+10
3.222225e+13,8.148167e+10
3.237132e+13,8.198314e+10
3.252116e+13,8.248551e+10
3.267161e+13,8.299132e+10
3.282278e+13,8.350024e+10
3.297470e+13,8.401228e+10
3.312733e+13,8.452892e+10
3.328059e+13,8.504766e+10
3.343464e+13,8.556918e+10
3.358932e+13,8.609427e+10
3.374480e+13,8.662260e+10
3.390091e+13,8.715609e+10
3.405783e+13,8.769093e+10
3.421540e+13,8.822903e+10
3.437377e+13,8.877087e+10
3.453288e+13,8.931599e+10
3.469264e+13,8.986330e+10
3.485323e+13,9.041832e+10
3.501447e+13,9.097399e+10
3.517655e+13,9.153305e+10
3.533937e+13,9.209516e+10
3.550286e+13,9.266153e+10
3.566720e+13,9.323301e+10
3.583229e+13,9.380639e+10
3.599807e+13,9.438328e+10
3.616469e+13,9.496372e+10
3.633208e+13,9.554817e+10
3.650018e+13,9.613617e+10
3.666912e+13,9.672783e+10
3.683885e+13,9.732568e+10
3.700937e+13,9.792508e+10
3.718059e+13,9.852817e+10
3.735269e+13,9.913539e+10
3.752559e+13,9.974638e+10
3.769928e+13,1.003616e+11
3.787370e+13,1.009801e+11
3.804900e+13,1.016056e+11
3.822511e+13,1.022322e+11
3.840205e+13,1.028632e+11
3.857971e+13,1.034981e+11
3.875829e+13,1.041373e+11
3.893769e+13,1.047805e+11
3.911792e+13,1.054281e+11
3.929898e+13,1.060797e+11
3.948089e+13,1.067382e+11
3.966354e+13,1.073984e+11
3.984713e+13,1.080627e+11
4.003158e+13,1.087315e+11
4.021687e+13,1.094050e+11
4.040302e+13,1.100827e+11
4.059003e+13,1.107645e+11
4.077791e+13,1.114511e+11
4.096666e+13,1.121425e+11
4.115628e+13,1.128371e+11
4.134669e+13,1.135410e+11
4.153808e+13,1.142462e+11
4.173034e+13,1.149559e+11
4.192350e+13,1.156700e+11
4.211755e+13,1.163895e+11
4.231250e+13,1.171124e+11
4.250835e+13,1.178420e+11
4.270511e+13,1.185750e+11
4.290278e+13,1.193179e+11
4.310136e+13,1.200601e+11
4.330086e+13,1.208090e+11
4.350129e+13,1.215627e+11
4.370264e+13,1.223210e+11
4.390502e+13,1.230841e+11
4.410825e+13,1.238530e+11
4.431241e+13,1.246278e+11
4.451752e+13,1.254075e+11
4.472357e+13,1.261920e+11
4.493059e+13,1.269815e+11
4.513856e+13,1.277759e+11
4.534749e+13,1.285819e+11
4.555739e+13,1.293875e+11
