mass,radius,fmode
4.300647982407807412e+33,1.114401000000000000e+06,2.605366291252748852e+03
4.296636551761312813e+33,1.125101000000000000e+06,2.582324846652031738e+03
4.284855114224362546e+33,1.135901000000000000e+06,2.559345433178682470e+03
4.266891470071524881e+33,1.146701000000000000e+06,2.536460372408902003e+03
4.243991602134348758e+33,1.157401000000000000e+06,2.513698248943295766e+03
4.217010673706632728e+33,1.167801000000000000e+06,2.491188204745324583e+03
4.186465394120525695e+33,1.178001000000000000e+06,2.469010544862617280e+03
4.152499369664297738e+33,1.187701000000000000e+06,2.447322969710995039e+03
4.114908674136404371e+33,1.197001000000000000e+06,2.426348735025388123e+03
4.073006699899009645e+33,1.205701000000000000e+06,2.406188904136875863e+03
4.025630732123769376e+33,1.213701000000000000e+06,2.386964195165532601e+03
3.971207720598541577e+33,1.220901000000000000e+06,2.368691495446170393e+03
3.908017414789763460e+33,1.227301000000000000e+06,2.351192827327227405e+03
3.834727374507127192e+33,1.232901000000000000e+06,2.334220631079310351e+03
3.750846731798877226e+33,1.237701000000000000e+06,2.317623022680138092e+03
3.656942452830102313e+33,1.241601000000000000e+06,2.300884189581748160e+03
3.554467368373833794e+33,1.244901000000000000e+06,2.283812481982502504e+03
3.445354310099509933e+33,1.247601000000000000e+06,2.266100413919367838e+03
3.331661642531403613e+33,1.249701000000000000e+06,2.247505482174592089e+03
3.215289638642821889e+33,1.251501000000000000e+06,2.228037638962078290e+03
3.097855962598952734e+33,1.252901000000000000e+06,2.207550259121690033e+03
2.980627215735798001e+33,1.254101000000000000e+06,2.186234451593053109e+03
2.864491607788457625e+33,1.255101000000000000e+06,2.164049369316070170e+03
2.749932886358041617e+33,1.255801000000000000e+06,2.141086352415244619e+03
2.637063585567757179e+33,1.256301000000000000e+06,2.117480939100212709e+03
2.525724800192400461e+33,1.256601000000000000e+06,2.093278285320593568e+03
2.415694168079334257e+33,1.256701000000000000e+06,2.068326935879462781e+03
2.307007265531736080e+33,1.256601000000000000e+06,2.042624661798717625e+03
2.200199185525913764e+33,1.256401000000000000e+06,2.015994939172976956e+03
2.096383580459614548e+33,1.256401000000000000e+06,1.988588224841150122e+03
1.996981526445155057e+33,1.256601000000000000e+06,1.960538099647661284e+03
1.903326664425238156e+33,1.257101000000000000e+06,1.932197764876179008e+03
1.816350830472615886e+33,1.257901000000000000e+06,1.904057812399793647e+03
1.736388135414177612e+33,1.259101000000000000e+06,1.876631556031155242e+03
1.663087298845075598e+33,1.260401000000000000e+06,1.850323883547260493e+03
1.595388150459450626e+33,1.261601000000000000e+06,1.825452899082501972e+03
1.531492369393384953e+33,1.262501000000000000e+06,1.802114443657846778e+03
1.468955367648837504e+33,1.262701000000000000e+06,1.779975762264395826e+03
1.405059781258182453e+33,1.262001000000000000e+06,1.758585229249342547e+03
1.337661928791726784e+33,1.260401000000000000e+06,1.737280723661223874e+03
1.266212600957549184e+33,1.257801000000000000e+06,1.715495419424023567e+03
1.192130307548819652e+33,1.254701000000000000e+06,1.692835818925256035e+03
1.117984952664519985e+33,1.251501000000000000e+06,1.669286601011896437e+03
1.046219288014103272e+33,1.248601000000000000e+06,1.644993254705287200e+03
9.784081006906812776e+32,1.246301000000000000e+06,1.620208163438011752e+03
9.151582624710256294e+32,1.244801000000000000e+06,1.595140653421465231e+03
8.563114622486963743e+32,1.244001000000000000e+06,1.569938585241991404e+03
8.011742630442283004e+32,1.244001000000000000e+06,1.544550579704235815e+03
7.487983959579369931e+32,1.244701000000000000e+06,1.518659376557574660e+03
6.983484783351597303e+32,1.246201000000000000e+06,1.491724312084092844e+03
6.494881508732961699e+32,1.248901000000000000e+06,1.463138462030609389e+03
6.025457306967232518e+32,1.253301000000000000e+06,1.432407787007051184e+03
