mass,radius,fmode
4.229345940075252559e+33,1.093501000000000000e+06,2.621320960654856208e+03
4.227865609569081250e+33,1.102801000000000000e+06,2.600011091883593963e+03
4.214861115711744640e+33,1.112201000000000000e+06,2.578565816910089325e+03
4.193629436909703441e+33,1.121601000000000000e+06,2.557223646957997971e+03
4.166587094299558128e+33,1.130701000000000000e+06,2.536196781322134029e+03
4.134866906806177665e+33,1.139501000000000000e+06,2.515622868229877440e+03
4.098763737991135736e+33,1.147901000000000000e+06,2.495560570091364298e+03
4.058071200285988671e+33,1.155901000000000000e+06,2.476086329942916564e+03
4.012483403599488238e+33,1.163301000000000000e+06,2.457141485321302298e+03
3.961988882264574849e+33,1.170301000000000000e+06,2.438717354860863907e+03
3.907063324119022386e+33,1.176801000000000000e+06,2.420710509345252376e+03
3.848516763980688923e+33,1.182701000000000000e+06,2.403218075687710552e+03
3.787158616430895763e+33,1.188101000000000000e+06,2.386345079674137651e+03
3.723530860246360383e+33,1.192801000000000000e+06,2.370257303253521059e+03
3.657636759214937969e+33,1.196801000000000000e+06,2.355189820659641555e+03
3.588714540268644360e+33,1.199901000000000000e+06,2.341339387311716564e+03
3.514995048992476394e+33,1.201901000000000000e+06,2.329034528287831108e+03
3.433855528835454053e+33,1.202701000000000000e+06,2.318303170323495124e+03
3.342662570520417663e+33,1.201901000000000000e+06,2.309326911282110814e+03
3.240097630044370414e+33,1.199401000000000000e+06,2.301866680133672617e+03
3.126589359571428716e+33,1.195301000000000000e+06,2.295948243188930064e+03
3.003427033947940415e+33,1.189401000000000000e+06,2.291409705056453731e+03
2.871799533282734784e+33,1.181901000000000000e+06,2.287991362188628955e+03
2.732733946946289001e+33,1.172801000000000000e+06,2.285627171014046326e+03
2.587727260549931541e+33,1.162101000000000000e+06,2.284124827132902738e+03
2.439134175568993458e+33,1.150201000000000000e+06,2.283081464402931942e+03
2.289643403266977222e+33,1.137101000000000000e+06,2.282269264262098204e+03
2.141364668884098833e+33,1.123201000000000000e+06,2.281562852073599061e+03
1.995283016100522531e+33,1.108601000000000000e+06,2.280825137628904486e+03
1.851256457233726579e+33,1.093201000000000000e+06,2.280178274702449471e+03
1.708696215386923795e+33,1.076901000000000000e+06,2.279217550470590140e+03
1.568094402501219834e+33,1.060001000000000000e+06,2.277692575348682567e+03
1.431900816282094542e+33,1.042901000000000000e+06,2.274965219788785816e+03
1.303109732250364669e+33,1.026201000000000000e+06,2.270567148861025544e+03
1.183579643249679179e+33,1.010401000000000000e+06,2.264244819323132106e+03
1.073943992076972464e+33,9.959010000000000000e+05,2.255357222330286277e+03
9.741967460215924081e+32,9.827010000000000000e+05,2.244725155848467693e+03
8.840096581432657988e+32,9.710010000000000000e+05,2.231556145214034132e+03
8.027587381634237523e+32,9.609010000000000000e+05,2.216122295599893278e+03
7.293505226583556697e+32,9.524010000000000000e+05,2.198517370277403643e+03
6.621009614570720464e+32,9.453010000000000000e+05,2.178118026931622353e+03
5.992374860701479798e+32,9.397010000000000000e+05,2.154554542827619571e+03
5.398927083482569014e+32,9.360010000000000000e+05,2.124849890953959857e+03
4.843533823239387217e+32,9.349010000000000000e+05,2.087193991847002053e+03
4.333145597305231250e+32,9.373010000000000000e+05,2.038352301666021503e+03
3.872079159706739056e+32,9.443010000000000000e+05,1.973527378716342810e+03
3.460861820529507950e+32,9.568010000000000000e+05,1.885870246700285634e+03
3.097667563832592669e+32,9.760010000000000000e+05,1.763940391865877928e+03
2.779698492584247205e+32,1.003301000000000000e+06,1.599242160564823052e+03
2.503997968044583169e+32,1.040301000000000000e+06,1.403720871994843264e+03
2.267838680976621699e+32,1.089001000000000000e+06,1.203312280129176997e+03
