mass,radius,fmode
4.310333735278092336e+33,1.020901000000000000e+06,2.817134198030618336e+03
4.307253787443508795e+33,1.029801000000000000e+06,2.799803838963118324e+03
4.298106830834571346e+33,1.038501000000000000e+06,2.783557089691597412e+03
4.282535678008831216e+33,1.046901000000000000e+06,2.768325020612590833e+03
4.260205523713938915e+33,1.055101000000000000e+06,2.754047187284752908e+03
4.230837144787787150e+33,1.063001000000000000e+06,2.740564664430507491e+03
4.194209100466537928e+33,1.070501000000000000e+06,2.727810572569272153e+03
4.150161311350202941e+33,1.077701000000000000e+06,2.715565215952565723e+03
4.098604762707833184e+33,1.084501000000000000e+06,2.703688082791213219e+03
4.039535204869043093e+33,1.090901000000000000e+06,2.691960129532761584e+03
3.973033425914153703e+33,1.096901000000000000e+06,2.680265175380270648e+03
3.899284480266066761e+33,1.102601000000000000e+06,2.668166146070058403e+03
3.818579570057664888e+33,1.107901000000000000e+06,2.655594904441635663e+03
3.731311247895208025e+33,1.112801000000000000e+06,2.642198038571031248e+03
3.638008086903872037e+33,1.117401000000000000e+06,2.627696754729438453e+03
3.539294081110678134e+33,1.121701000000000000e+06,2.611819906040221667e+03
3.435902357987869047e+33,1.125801000000000000e+06,2.594265280718119357e+03
3.328653490380087614e+33,1.129701000000000000e+06,2.574697144808692883e+03
3.218447505211999073e+33,1.133501000000000000e+06,2.552968800569237828e+03
3.106236966740247574e+33,1.137301000000000000e+06,2.528778348119163638e+03
2.993003988259851312e+33,1.141101000000000000e+06,2.502099359488302071e+03
2.879742618762140162e+33,1.145101000000000000e+06,2.472619819481980812e+03
2.767444722994094699e+33,1.149301000000000000e+06,2.440318470033583253e+03
2.657062068543904337e+33,1.153701000000000000e+06,2.405398758836045545e+03
2.549493679077459874e+33,1.158601000000000000e+06,2.367870485249590274e+03
2.445559508433701010e+33,1.163901000000000000e+06,2.327813727648971053e+03
2.345979812745983780e+33,1.169701000000000000e+06,2.285844703519824634e+03
2.251344235975121325e+33,1.176101000000000000e+06,2.242192196835641880e+03
2.162101912072292683e+33,1.182901000000000000e+06,2.197228760329713168e+03
2.078531241060341008e+33,1.190401000000000000e+06,2.151797753047431343e+03
2.000738713341536599e+33,1.198301000000000000e+06,2.106276946525474614e+03
1.928652576010397842e+33,1.206601000000000000e+06,2.060968574050061306e+03
1.862036914497353033e+33,1.215301000000000000e+06,2.016585862552902654e+03
1.800514856733421916e+33,1.224201000000000000e+06,1.973257894816274074e+03
1.743602243023602629e+33,1.233401000000000000e+06,1.931302558123704785e+03
1.690749290651889113e+33,1.242601000000000000e+06,1.890887243767670725e+03
1.641399137551101150e+33,1.251801000000000000e+06,1.851977364951670324e+03
1.595022401260866262e+33,1.261001000000000000e+06,1.814727102655947874e+03
1.551169530668799878e+33,1.270101000000000000e+06,1.778965280240483708e+03
1.509474488177586985e+33,1.279001000000000000e+06,1.744721948458780389e+03
1.469668019814086710e+33,1.287801000000000000e+06,1.712011251545384994e+03
1.431558046665902728e+33,1.296301000000000000e+06,1.680788992568003096e+03
1.394983284102540569e+33,1.304501000000000000e+06,1.651053835032621009e+03
1.359787727987097598e+33,1.312401000000000000e+06,1.622911348738432935e+03
1.325774861148965953e+33,1.319801000000000000e+06,1.596322307503824732e+03
1.292687336496009163e+33,1.326801000000000000e+06,1.571291001759530900e+03
1.260186954061263247e+33,1.333201000000000000e+06,1.547758001479731092e+03
1.227848207196003334e+33,1.338901000000000000e+06,1.525658280259999856e+03
1.195173163195897476e+33,1.343801000000000000e+06,1.504914723372920207e+03
1.161605582285386970e+33,1.347801000000000000e+06,1.485357806130552262e+03
1.126545688323378272e+33,1.350901000000000000e+06,1.466848998502219047e+03
1.089401235541912894e+33,1.352901000000000000e+06,1.449247788055999990e+03
1.049637458429492737e+33,1.353701000000000000e+06,1.432396406312665704e+03
1.006832516404480031e+33,1.353201000000000000e+06,1.416098951466290828e+03
9.607625771085573444e+32,1.351401000000000000e+06,1.400201195577606541e+03
9.114614608797118104e+32,1.348301000000000000e+06,1.384533798544322735e+03
8.592655130324675239e+32,1.344001000000000000e+06,1.368851418241285046e+03
