mass,radius,fmode
4.021607731414165037e+33,1.168801000000000000e+06,2.492125887662183231e+03
4.019036505318626433e+33,1.181601000000000000e+06,2.462372439398065126e+03
4.012165628976387807e+33,1.194301000000000000e+06,2.433261946015538342e+03
4.000597066857976545e+33,1.206601000000000000e+06,2.405032634965345551e+03
3.983332549565839308e+33,1.218501000000000000e+06,2.377372743001879826e+03
3.959752053239715974e+33,1.230401000000000000e+06,2.349805769364723801e+03
3.930793027131757403e+33,1.242201000000000000e+06,2.322193809416301974e+03
3.898563587690545566e+33,1.253801000000000000e+06,2.294840701433309732e+03
3.864621529791481188e+33,1.264901000000000000e+06,2.268345907855988116e+03
3.829020558796196929e+33,1.275401000000000000e+06,2.243015405900906444e+03
3.790496598871779279e+33,1.285201000000000000e+06,2.218958486377674490e+03
3.747506850840189801e+33,1.294301000000000000e+06,2.196054364741782138e+03
3.698854291732526930e+33,1.302501000000000000e+06,2.174329856071499762e+03
3.642887040238510691e+33,1.309701000000000000e+06,2.153639914390208105e+03
3.577347426037983175e+33,1.316001000000000000e+06,2.133748062366344129e+03
3.500786654942018214e+33,1.321201000000000000e+06,2.114248946862374851e+03
3.413269555257877100e+33,1.325401000000000000e+06,2.094844501429546199e+03
3.316663078259090819e+33,1.328801000000000000e+06,2.075298157761772472e+03
3.214758942399198615e+33,1.331501000000000000e+06,2.055521591375500520e+03
3.111167791262479012e+33,1.333601000000000000e+06,2.035848445351012742e+03
3.007034154206794662e+33,1.335101000000000000e+06,2.016436274815080651e+03
2.900744740471591853e+33,1.335701000000000000e+06,1.997291235277113628e+03
2.789781499546133507e+33,1.335401000000000000e+06,1.978070863963425609e+03
2.674134223489876805e+33,1.334301000000000000e+06,1.958440895567661073e+03
2.556500331425422913e+33,1.332601000000000000e+06,1.938306526492937792e+03
2.439357307768048435e+33,1.330501000000000000e+06,1.917682767091032474e+03
2.324016402143132519e+33,1.328101000000000000e+06,1.896655691221202233e+03
2.211334676594859650e+33,1.325501000000000000e+06,1.875243852245149355e+03
2.101909775171491595e+33,1.322701000000000000e+06,1.853573005289608773e+03
1.995879138103319953e+33,1.319701000000000000e+06,1.831669658314948492e+03
1.893258201800068427e+33,1.316701000000000000e+06,1.809592906429483492e+03
1.794283922847464052e+33,1.313601000000000000e+06,1.787313507783112527e+03
1.699145690679302034e+33,1.310401000000000000e+06,1.764970965770971588e+03
1.607921963917212464e+33,1.307301000000000000e+06,1.742575265168690748e+03
1.520889153900791413e+33,1.304101000000000000e+06,1.720340007995297356e+03
1.438004691194323531e+33,1.301001000000000000e+06,1.698349358118696728e+03
1.357987072147178728e+33,1.297801000000000000e+06,1.676542141155759055e+03
1.278950947966255481e+33,1.294301000000000000e+06,1.654481328026966139e+03
1.200720310611133790e+33,1.290601000000000000e+06,1.631751240460092731e+03
1.124890731670669876e+33,1.287301000000000000e+06,1.608458922508189517e+03
1.052622510581965010e+33,1.284401000000000000e+06,1.584670653919390134e+03
9.840528531093710436e+32,1.282101000000000000e+06,1.560353837355005226e+03
9.191143243675721039e+32,1.280501000000000000e+06,1.535450544139435578e+03
8.581440447020706335e+32,1.279801000000000000e+06,1.509940755766758230e+03
8.016540134822922843e+32,1.280201000000000000e+06,1.484107851257872198e+03
7.496105144237735824e+32,1.281601000000000000e+06,1.458141961316124707e+03
7.009255702927868260e+32,1.283901000000000000e+06,1.431833630147268877e+03
6.539745513230927302e+32,1.287201000000000000e+06,1.404342948674679974e+03
