mass,radius,fmode
4.912388991754663712e+33,1.289001000000000000e+06,2.227125366262658190e+03
4.908703574816109250e+33,1.298401000000000000e+06,2.211268611729820350e+03
4.891162504119999740e+33,1.307001000000000000e+06,2.197041057464201003e+03
4.859121161050852198e+33,1.314601000000000000e+06,2.184475639438700000e+03
4.812395134357975580e+33,1.321101000000000000e+06,2.173531310545743509e+03
4.751194160977800128e+33,1.326401000000000000e+06,2.164154607531838337e+03
4.675926638344222376e+33,1.330401000000000000e+06,2.156229331179932160e+03
4.587066369252876472e+33,1.333001000000000000e+06,2.149654479775546406e+03
4.485087678622579046e+33,1.334301000000000000e+06,2.144284671887927288e+03
4.370427910000143978e+33,1.334201000000000000e+06,2.140013074978724035e+03
4.243550857474270023e+33,1.332601000000000000e+06,2.136685611381641593e+03
4.104997939165316184e+33,1.329501000000000000e+06,2.134158639415576090e+03
3.955544634726938216e+33,1.325001000000000000e+06,2.132190340003498932e+03
3.796276117557865847e+33,1.319001000000000000e+06,2.130577973352526442e+03
3.628670661626685921e+33,1.311701000000000000e+06,2.129049752986801195e+03
3.454555926603299274e+33,1.303201000000000000e+06,2.127274071229143374e+03
3.276029034320875030e+33,1.293601000000000000e+06,2.124924679162296798e+03
3.095298611817666419e+33,1.283201000000000000e+06,2.121701625025115391e+03
2.914530993481473149e+33,1.272001000000000000e+06,2.117312376675058204e+03
2.735727935319587777e+33,1.260501000000000000e+06,2.111443008562976047e+03
2.560657181055058011e+33,1.248601000000000000e+06,2.103877038242729668e+03
2.390816022478811759e+33,1.236701000000000000e+06,2.094460808702439863e+03
2.227419983822972049e+33,1.225001000000000000e+06,2.082917576955023833e+03
2.071419060759646529e+33,1.213601000000000000e+06,2.069392326992004655e+03
1.923503721152301763e+33,1.202701000000000000e+06,2.053545270768385308e+03
1.784144053596468988e+33,1.192401000000000000e+06,2.035456013834330406e+03
1.653619138153533430e+33,1.183001000000000000e+06,2.015159419438721670e+03
1.532045560378650855e+33,1.174501000000000000e+06,1.992581328766095339e+03
1.419406831708144917e+33,1.167001000000000000e+06,1.967918031824149921e+03
1.315585474079659743e+33,1.160801000000000000e+06,1.941250094307816198e+03
1.220379736571140346e+33,1.155801000000000000e+06,1.912695905806202973e+03
1.133503481355938161e+33,1.152101000000000000e+06,1.882772809177012732e+03
1.054590911964808175e+33,1.149701000000000000e+06,1.851509362899468215e+03
9.831929854936805514e+32,1.148701000000000000e+06,1.819500733303167635e+03
9.187819107240187439e+32,1.148901000000000000e+06,1.787068518800112770e+03
8.607492118817104630e+32,1.150401000000000000e+06,1.754506921437908204e+03
8.084241397260588262e+32,1.152901000000000000e+06,1.722209151777593888e+03
7.610870062941983089e+32,1.156301000000000000e+06,1.690232273602657415e+03
7.179926353870125900e+32,1.160501000000000000e+06,1.658818497673387355e+03
6.784036688234340827e+32,1.165301000000000000e+06,1.627976708800061715e+03
6.416188100677582457e+32,1.170701000000000000e+06,1.597602469229431335e+03
6.070051724296809272e+32,1.176701000000000000e+06,1.567589289799257358e+03
5.740235796208564711e+32,1.183301000000000000e+06,1.537419808903892545e+03
5.422504373674569665e+32,1.190501000000000000e+06,1.506703817598924616e+03
5.113866820414796145e+32,1.198601000000000000e+06,1.474949409308984059e+03
