mass,radius,fmode
4.622010643542865651e+33,1.129701000000000000e+06,2.516020636110637042e+03
4.620893496405356739e+33,1.138701000000000000e+06,2.498529048491171579e+03
4.616066876937924142e+33,1.147501000000000000e+06,2.481470451764903828e+03
4.607603178552918659e+33,1.156201000000000000e+06,2.464854388677519182e+03
4.595585086296293353e+33,1.164701000000000000e+06,2.448636891026678768e+03
4.580091219102652891e+33,1.172901000000000000e+06,2.432856842613778099e+03
4.561174076413112933e+33,1.180801000000000000e+06,2.417520921456100496e+03
4.538858396240714341e+33,1.188501000000000000e+06,2.402655236586798310e+03
4.513119870113611331e+33,1.195801000000000000e+06,2.388297982644062813e+03
4.483879744518573172e+33,1.202701000000000000e+06,2.374491583350854398e+03
4.450978330597731024e+33,1.209101000000000000e+06,2.361340594605360820e+03
4.414170879934359895e+33,1.215101000000000000e+06,2.348824143107736290e+03
4.373118435925407009e+33,1.220501000000000000e+06,2.337080551116411698e+03
4.327380580112033677e+33,1.225201000000000000e+06,2.326153606176125777e+03
4.276425499417085039e+33,1.229301000000000000e+06,2.316099473546766603e+03
4.219642334717991541e+33,1.232701000000000000e+06,2.306993904069524433e+03
4.156374427432501294e+33,1.235101000000000000e+06,2.298889992213183177e+03
4.085978548684248460e+33,1.236701000000000000e+06,2.291770575724402534e+03
4.007846445822737920e+33,1.237201000000000000e+06,2.285743567356760195e+03
3.921513394166195218e+33,1.236701000000000000e+06,2.280747148040853972e+03
3.826693738963418021e+33,1.235101000000000000e+06,2.276772481555184640e+03
3.723352130995855823e+33,1.232201000000000000e+06,2.273772579938489343e+03
3.611716308414017333e+33,1.228201000000000000e+06,2.271656992127879221e+03
3.492292486470904490e+33,1.222901000000000000e+06,2.270284078513990153e+03
3.365834002309809907e+33,1.216501000000000000e+06,2.269544747726116839e+03
3.233299572722729794e+33,1.208901000000000000e+06,2.269275285316094596e+03
3.095786697668114851e+33,1.200301000000000000e+06,2.269238764760385948e+03
2.954496365775654814e+33,1.190601000000000000e+06,2.269294501154180125e+03
2.810659402158438512e+33,1.180101000000000000e+06,2.269262826731766836e+03
2.665503589436202322e+33,1.168701000000000000e+06,2.269000357818080374e+03
2.520225764428085055e+33,1.156701000000000000e+06,2.268213061795966041e+03
2.375952461856811951e+33,1.144101000000000000e+06,2.266795179632615145e+03
2.233737459096950252e+33,1.131101000000000000e+06,2.264563373801216130e+03
2.094533132913310680e+33,1.117801000000000000e+06,2.261389437634830301e+03
1.959188474681007184e+33,1.104401000000000000e+06,2.256878181251484420e+03
1.828449184523113901e+33,1.090901000000000000e+06,2.251122305908581438e+03
1.702932528184501236e+33,1.077501000000000000e+06,2.243755504902343091e+03
1.583149627506547239e+33,1.064401000000000000e+06,2.234780735423579699e+03
1.469498113914665746e+33,1.051701000000000000e+06,2.224051772280610749e+03
1.362256037737919663e+33,1.039501000000000000e+06,2.211439226282861000e+03
1.261607903205900986e+33,1.027901000000000000e+06,2.196755844185205660e+03
1.167636170742579710e+33,1.017201000000000000e+06,2.179957631913765454e+03
1.080338255953768180e+33,1.007301000000000000e+06,2.161272002954995969e+03
9.996391528799655712e+32,9.985010000000000000e+05,2.140362835622909643e+03
9.253849454433068476e+32,9.907010000000000000e+05,2.117414180004394893e+03
8.573709157690310019e+32,9.841010000000000000e+05,2.092863711001621596e+03
7.953398869521519019e+32,9.788010000000000000e+05,2.066233001607758524e+03
7.389876670554767261e+32,9.747010000000000000e+05,2.038329729456992709e+03
6.879726590374135427e+32,9.718010000000000000e+05,2.009283097332137231e+03
6.419173896518982167e+32,9.702010000000000000e+05,1.978880380851940572e+03
6.004160292303669540e+32,9.698010000000000000e+05,1.948074744897126493e+03
5.630383533250484732e+32,9.705010000000000000e+05,1.917137725989465480e+03
5.293374409972245330e+32,9.722010000000000000e+05,1.885844998286177088e+03
4.988590522259551706e+32,9.748010000000000000e+05,1.854605537653034162e+03
4.711542337393672798e+32,9.782010000000000000e+05,1.823743539698274162e+03
4.457929391590027306e+32,9.824010000000000000e+05,1.792988010307887635e+03
4.223785017531906248e+32,9.873010000000000000e+05,1.762323902363814796e+03
4.005624235876469637e+32,9.929010000000000000e+05,1.731478396445235376e+03
3.800540593263741206e+32,9.991010000000000000e+05,1.700332661125632967e+03
3.606268384961359018e+32,1.006101000000000000e+06,1.668217892948608551e+03
3.421189919009853237e+32,1.014001000000000000e+06,1.634566125567656854e+03
3.244273860586060929e+32,1.022801000000000000e+06,1.598535090442468572e+03
3.074972201375621820e+32,1.032701000000000000e+06,1.558730555216736093e+03
2.913083088058810294e+32,1.043901000000000000e+06,1.512950123345735165e+03
2.758606218511227777e+32,1.056601000000000000e+06,1.458143856175912788e+03
2.611611808492128512e+32,1.070901000000000000e+06,1.391905228655140718e+03
2.472128811647820506e+32,1.087001000000000000e+06,1.314911572261314859e+03
2.340089368088106076e+32,1.105201000000000000e+06,1.230750245015461587e+03
2.215279105112073571e+32,1.125701000000000000e+06,1.143793736328043451e+03
2.097358053912227364e+32,1.148801000000000000e+06,1.056982148598105596e+03
1.985853290283442750e+32,1.175001000000000000e+06,9.717485824105121992e+02
1.880219004106989581e+32,1.204801000000000000e+06,8.889530900892365253e+02
