mass,radius,fmode
4.380565583964775977e+33,1.120101000000000000e+06,2.571678198190449621e+03
4.378146954835943518e+33,1.129101000000000000e+06,2.552358087037134283e+03
4.371743160470888460e+33,1.138001000000000000e+06,2.533623654319682373e+03
4.361353641197220682e+33,1.146601000000000000e+06,2.515489554105492516e+03
4.346876824763693175e+33,1.154901000000000000e+06,2.498011553871702290e+03
4.328106456037018181e+33,1.162901000000000000e+06,2.481193633267464065e+03
4.304693309996753249e+33,1.170401000000000000e+06,2.465142308092765234e+03
4.276127012569974472e+33,1.177501000000000000e+06,2.449869572065581906e+03
4.241748357977347434e+33,1.184101000000000000e+06,2.435362768126268747e+03
4.200788384447915599e+33,1.190101000000000000e+06,2.421602242453132476e+03
4.152484575339683235e+33,1.195501000000000000e+06,2.408509931831158156e+03
4.096231376087745703e+33,1.200301000000000000e+06,2.395949159232698548e+03
4.031777181213019814e+33,1.204601000000000000e+06,2.383786537191487696e+03
3.959340139741426778e+33,1.208201000000000000e+06,2.371738374776825367e+03
3.879637851063376671e+33,1.211301000000000000e+06,2.359658335032770992e+03
3.793754783381480102e+33,1.214001000000000000e+06,2.347294538436112362e+03
3.702927793867231122e+33,1.216101000000000000e+06,2.334461586403859656e+03
3.608412627605156462e+33,1.217901000000000000e+06,2.321051995179511778e+03
3.511366248255263588e+33,1.219401000000000000e+06,2.306953180376088312e+03
3.412793727488619404e+33,1.220601000000000000e+06,2.292188974733614032e+03
3.313529330099128360e+33,1.221501000000000000e+06,2.276762360197693397e+03
3.214229082352866776e+33,1.222201000000000000e+06,2.260665104075829277e+03
3.115371255465756729e+33,1.222701000000000000e+06,2.243992755926525206e+03
3.017259452923646266e+33,1.222901000000000000e+06,2.226792543121745439e+03
2.920043664018615781e+33,1.223001000000000000e+06,2.209166623001893640e+03
2.823763563308511588e+33,1.222801000000000000e+06,2.191134540651907628e+03
2.728394083731386239e+33,1.222301000000000000e+06,2.172769857335313645e+03
2.633913803636945255e+33,1.221601000000000000e+06,2.154157626278673433e+03
2.540365219118541491e+33,1.220601000000000000e+06,2.135230145870879824e+03
2.447887518917936535e+33,1.219401000000000000e+06,2.116022565462721559e+03
2.356738815420269392e+33,1.218001000000000000e+06,2.096545347604779181e+03
2.267260650639831061e+33,1.216401000000000000e+06,2.076882171411989475e+03
2.179845254669002038e+33,1.214601000000000000e+06,2.057011130131942991e+03
2.094889637367036807e+33,1.212801000000000000e+06,2.037091509616335543e+03
2.012745028296142921e+33,1.210901000000000000e+06,2.017184515100078897e+03
1.933668535415312724e+33,1.208901000000000000e+06,1.997435775586926638e+03
1.857810585776146218e+33,1.206901000000000000e+06,1.977985403249090496e+03
1.785174465588082514e+33,1.204801000000000000e+06,1.958932016416310717e+03
1.715626558478066256e+33,1.202601000000000000e+06,1.940428490964134880e+03
1.648885228189950108e+33,1.200201000000000000e+06,1.922548783848730181e+03
1.584529180231903045e+33,1.197601000000000000e+06,1.905406609172906428e+03
1.522034789200146507e+33,1.194701000000000000e+06,1.889037695264046079e+03
1.460797406624348431e+33,1.191301000000000000e+06,1.873400552972076866e+03
1.400199358939847651e+33,1.187501000000000000e+06,1.858487695922720150e+03
1.339672498537711550e+33,1.183001000000000000e+06,1.844260551317932595e+03
1.278777835891842495e+33,1.177901000000000000e+06,1.830633286407458399e+03
1.217268997000125197e+33,1.172101000000000000e+06,1.817591179785120403e+03
1.155123013827088000e+33,1.165701000000000000e+06,1.804929579195540100e+03
1.092548388234339328e+33,1.158501000000000000e+06,1.792533041224059616e+03
1.029931469742649983e+33,1.150901000000000000e+06,1.780424737687847482e+03
9.677635468655165353e+32,1.142901000000000000e+06,1.768453068251470313e+03
9.065878543086605214e+32,1.134601000000000000e+06,1.756403448641017349e+03
8.469197603825493107e+32,1.126401000000000000e+06,1.744438395362609754e+03
7.892151703374687845e+32,1.118301000000000000e+06,1.732091992898548369e+03
7.338406273293847419e+32,1.110501000000000000e+06,1.719645456205172422e+03
6.810660075225853458e+32,1.103301000000000000e+06,1.706575184435224855e+03
6.310633214027268067e+32,1.096801000000000000e+06,1.692998417173467487e+03
5.839109466010654204e+32,1.091201000000000000e+06,1.678705183310060647e+03
5.396090339951119975e+32,1.086701000000000000e+06,1.663485652144463302e+03
4.980926307492748720e+32,1.083501000000000000e+06,1.646817170490209037e+03
4.592518584118940926e+32,1.081701000000000000e+06,1.628437349299852713e+03
4.229523435358010880e+32,1.081601000000000000e+06,1.607183189813700892e+03
3.890551812374700030e+32,1.083601000000000000e+06,1.581447474285870612e+03
3.574336491988459577e+32,1.088001000000000000e+06,1.547991693540350525e+03
3.279853760568014639e+32,1.095301000000000000e+06,1.499760267394669199e+03
3.006335990331587821e+32,1.106001000000000000e+06,1.426416205640371572e+03
2.753217466143754279e+32,1.121001000000000000e+06,1.324482247570845857e+03
2.520027814571122540e+32,1.141201000000000000e+06,1.205745634577025612e+03
2.306288121280321869e+32,1.167801000000000000e+06,1.081310135622848065e+03
2.111450788381947959e+32,1.202101000000000000e+06,9.579171080301721304e+02
1.934905897099938114e+32,1.246101000000000000e+06,8.385986660082975277e+02
