mass,radius,fmode
4.192814635716191549e+33,1.061201000000000000e+06,2.707481579691773732e+03
4.188116152631991349e+33,1.071001000000000000e+06,2.684717566686933878e+03
4.177624845860357319e+33,1.080501000000000000e+06,2.662968064069769298e+03
4.160177080243853571e+33,1.089501000000000000e+06,2.642179223143670697e+03
4.134926935464218027e+33,1.098301000000000000e+06,2.622065273015924504e+03
4.101925802680388455e+33,1.106701000000000000e+06,2.602314517121892550e+03
4.061946769617625990e+33,1.114901000000000000e+06,2.582812088914623928e+03
4.015931059224357387e+33,1.122701000000000000e+06,2.563371402796057737e+03
3.964699200803827073e+33,1.130101000000000000e+06,2.543971953203072189e+03
3.908842876750702614e+33,1.137201000000000000e+06,2.524646342302716675e+03
3.848600575430093637e+33,1.143801000000000000e+06,2.505434354347174121e+03
3.783687383335224838e+33,1.150001000000000000e+06,2.486330451656605874e+03
3.713477182374276767e+33,1.155601000000000000e+06,2.467317501107436328e+03
3.637865359824966517e+33,1.160801000000000000e+06,2.448167368524792892e+03
3.558034344015430938e+33,1.165501000000000000e+06,2.428600880017379950e+03
3.475911657207268630e+33,1.169901000000000000e+06,2.408836534371822381e+03
3.393089237455617738e+33,1.173801000000000000e+06,2.388994380787329192e+03
3.310379481714975257e+33,1.177401000000000000e+06,2.369330916063734094e+03
3.227733667257784042e+33,1.180401000000000000e+06,2.350095930609446441e+03
3.144271858280612097e+33,1.182701000000000000e+06,2.331614771265615218e+03
3.058391447470889005e+33,1.184301000000000000e+06,2.313905941366099796e+03
2.968276046354104881e+33,1.184901000000000000e+06,2.296877182097148307e+03
2.872917166031640940e+33,1.184601000000000000e+06,2.280505437096362584e+03
2.772834516047970454e+33,1.183201000000000000e+06,2.264584779215950675e+03
2.669374521043253900e+33,1.180901000000000000e+06,2.249106009145908047e+03
2.563253953241137671e+33,1.177601000000000000e+06,2.234177069557534196e+03
2.453672713727434908e+33,1.173201000000000000e+06,2.219846304876270551e+03
2.338704761168558348e+33,1.167601000000000000e+06,2.205811674966477312e+03
2.217325304943386387e+33,1.160601000000000000e+06,2.191502501965536339e+03
2.091688369807890829e+33,1.152701000000000000e+06,2.176474454260905532e+03
1.966513075327957430e+33,1.144201000000000000e+06,2.160414667807539445e+03
1.846225340978393683e+33,1.135801000000000000e+06,2.143220169642889687e+03
1.733448264263527325e+33,1.127801000000000000e+06,2.125307813409535811e+03
1.629076920356215049e+33,1.120201000000000000e+06,2.106980577007866941e+03
1.532543300965250863e+33,1.112901000000000000e+06,2.088714621093094138e+03
1.441822672607485400e+33,1.105701000000000000e+06,2.070831688109071820e+03
1.354092535884580858e+33,1.098201000000000000e+06,2.053134876669980713e+03
1.267964362600480411e+33,1.090401000000000000e+06,2.035271491645611604e+03
1.184724031304661921e+33,1.082401000000000000e+06,2.017087024061917418e+03
1.106309567776158368e+33,1.074701000000000000e+06,1.998977111581317558e+03
1.033283118739979563e+33,1.067301000000000000e+06,1.981297792478950896e+03
9.643764108778590952e+32,1.059901000000000000e+06,1.964076557343716104e+03
8.969078665690712077e+32,1.052101000000000000e+06,1.947113572173961984e+03
8.286510502316559562e+32,1.043901000000000000e+06,1.929570985358074722e+03
7.599275995404438045e+32,1.035401000000000000e+06,1.910573806076214396e+03
6.929356157463340516e+32,1.027601000000000000e+06,1.889844303070942715e+03
6.297919267013988515e+32,1.021101000000000000e+06,1.866228521798813745e+03
5.718295363142930329e+32,1.016601000000000000e+06,1.840087580938100928e+03
5.196484593478226109e+32,1.014401000000000000e+06,1.811463721776186503e+03
4.732950916278550515e+32,1.014701000000000000e+06,1.780085725852357200e+03
4.324287590995448974e+32,1.017701000000000000e+06,1.745907235367868680e+03
3.964535824795810485e+32,1.023201000000000000e+06,1.708664421420439339e+03
3.645922766699708019e+32,1.031301000000000000e+06,1.667794280867432690e+03
