mass,radius,fmode
4.127429372269092460e+33,1.149201000000000000e+06,2.529505254946856439e+03
4.125324908803683170e+33,1.160901000000000000e+06,2.502713966578051441e+03
4.117181805027450617e+33,1.172501000000000000e+06,2.476432309644374527e+03
4.103111094504678317e+33,1.183801000000000000e+06,2.450660024195843562e+03
4.083466879253253653e+33,1.194901000000000000e+06,2.425381226483911178e+03
4.058636646270048850e+33,1.205601000000000000e+06,2.400727419204257330e+03
4.028803518814161514e+33,1.215901000000000000e+06,2.376781619547002265e+03
3.993769286225933403e+33,1.225701000000000000e+06,2.353610504287788899e+03
3.952975792239312495e+33,1.234901000000000000e+06,2.331195270795538363e+03
3.905753930526418830e+33,1.243501000000000000e+06,2.309474090349647668e+03
3.851745285817146089e+33,1.251401000000000000e+06,2.288322160500479185e+03
3.791154904237125743e+33,1.258801000000000000e+06,2.267651581999516111e+03
3.724535598116189212e+33,1.265501000000000000e+06,2.247465566025144653e+03
3.652391093209452572e+33,1.271501000000000000e+06,2.227717168953852251e+03
3.575002286375609464e+33,1.276701000000000000e+06,2.208530426643184455e+03
3.492546692273241770e+33,1.281101000000000000e+06,2.189832419821535041e+03
3.405175307364570369e+33,1.284801000000000000e+06,2.171615327975890068e+03
3.312715196707294397e+33,1.287401000000000000e+06,2.154039943688827407e+03
3.214322977646040394e+33,1.289101000000000000e+06,2.136890035684718441e+03
3.108602153665169235e+33,1.289701000000000000e+06,2.120021500071744413e+03
2.994773759427648689e+33,1.289301000000000000e+06,2.103092368387158331e+03
2.874069311782883267e+33,1.287901000000000000e+06,2.085699412127666619e+03
2.749602955816334546e+33,1.285701000000000000e+06,2.067681442598880494e+03
2.624645344828472334e+33,1.283201000000000000e+06,2.048913920596720345e+03
2.501341862911894948e+33,1.280301000000000000e+06,2.029462715133609436e+03
2.380590382756078127e+33,1.277101000000000000e+06,2.009503533815475976e+03
2.262599392186729278e+33,1.273801000000000000e+06,1.988924776520438400e+03
2.147733924431033462e+33,1.270301000000000000e+06,1.967834418791967437e+03
2.036909708608481617e+33,1.266801000000000000e+06,1.946183503669522452e+03
1.931097591475524751e+33,1.263301000000000000e+06,1.924333773840384993e+03
1.830516230199641623e+33,1.259801000000000000e+06,1.902502795848080268e+03
1.734163580189434637e+33,1.256101000000000000e+06,1.880721207647025267e+03
1.639923756458608967e+33,1.252101000000000000e+06,1.858953262686684866e+03
1.545741941134081791e+33,1.247801000000000000e+06,1.836638058978623121e+03
1.451493816225618635e+33,1.243101000000000000e+06,1.813349827742781599e+03
1.359388114183603266e+33,1.238601000000000000e+06,1.788732483941607597e+03
1.272116835293510541e+33,1.234801000000000000e+06,1.763344969207883423e+03
1.191239685823406594e+33,1.231701000000000000e+06,1.737429889621361326e+03
1.116975401718379642e+33,1.229401000000000000e+06,1.711285427959058779e+03
1.048539100525652550e+33,1.227801000000000000e+06,1.685246600118191282e+03
9.846838332290273791e+32,1.226801000000000000e+06,1.659255744968122372e+03
9.244172369870497283e+32,1.226401000000000000e+06,1.633120564346343599e+03
8.674473048367278356e+32,1.226601000000000000e+06,1.606646134694457714e+03
8.139175192206674859e+32,1.227501000000000000e+06,1.580072681676040247e+03
7.638467001085069909e+32,1.229101000000000000e+06,1.553303373074663341e+03
7.169580258100813814e+32,1.231501000000000000e+06,1.526411019832540205e+03
6.728576750518534947e+32,1.234801000000000000e+06,1.499279561533360948e+03
6.313001984540857369e+32,1.238901000000000000e+06,1.471715902217930079e+03
5.921539646581129055e+32,1.243901000000000000e+06,1.443611880109829599e+03
