mass,radius,fmode
4.022466124954652241e+33,1.080901000000000000e+06,2.669652852436458488e+03
4.018609094494031752e+33,1.090101000000000000e+06,2.646750736522730676e+03
4.005041699891162108e+33,1.098801000000000000e+06,2.625253562349643289e+03
3.979918441046686955e+33,1.107001000000000000e+06,2.604655116671499854e+03
3.942739852345001408e+33,1.114901000000000000e+06,2.584573465599911287e+03
3.894635657385999379e+33,1.122401000000000000e+06,2.564602004453457084e+03
3.837672321882279509e+33,1.129501000000000000e+06,2.544421657308208523e+03
3.774125877414641586e+33,1.136401000000000000e+06,2.523814379575690509e+03
3.706050673960320627e+33,1.143101000000000000e+06,2.502653563810772539e+03
3.635255142720524369e+33,1.149601000000000000e+06,2.480838234716763509e+03
3.563330693524582815e+33,1.155901000000000000e+06,2.458481613746261701e+03
3.491726559991936308e+33,1.162101000000000000e+06,2.435755503848251919e+03
3.421683966121034263e+33,1.168101000000000000e+06,2.412910133780314027e+03
3.354113027522230654e+33,1.173801000000000000e+06,2.390370252018567953e+03
3.289416777372045626e+33,1.179301000000000000e+06,2.368505990386599024e+03
3.227228696565107078e+33,1.184201000000000000e+06,2.347856127721340727e+03
3.165983165410017400e+33,1.188301000000000000e+06,2.328778775021357433e+03
3.102534773762882884e+33,1.191501000000000000e+06,2.311408793208314364e+03
3.032596422976308832e+33,1.193501000000000000e+06,2.295726221707785953e+03
2.953188007637423597e+33,1.194101000000000000e+06,2.281324486057247213e+03
2.865024529749807942e+33,1.193301000000000000e+06,2.268045810410545528e+03
2.770926422990483490e+33,1.191301000000000000e+06,2.255954071273702084e+03
2.672386510550840904e+33,1.187901000000000000e+06,2.245165115631402841e+03
2.567840552017265248e+33,1.183001000000000000e+06,2.236098889774001236e+03
2.452803194690219684e+33,1.176001000000000000e+06,2.228577841401807746e+03
2.322645878446438288e+33,1.166501000000000000e+06,2.222335113624903443e+03
2.177803438505693336e+33,1.154501000000000000e+06,2.216549586631022521e+03
2.025220229149033400e+33,1.140801000000000000e+06,2.210129772783157478e+03
1.873213202108408117e+33,1.126501000000000000e+06,2.202113912510603313e+03
1.727164393184011398e+33,1.112301000000000000e+06,2.192147501784499127e+03
1.589527179027733555e+33,1.098601000000000000e+06,2.179587856882769302e+03
1.461117752185420684e+33,1.085801000000000000e+06,2.164843257194293074e+03
1.341857343689575785e+33,1.073801000000000000e+06,2.147591994871763745e+03
1.231252441787262739e+33,1.062801000000000000e+06,2.127854311362952558e+03
1.129060416898328147e+33,1.053001000000000000e+06,2.105552376438274678e+03
1.035560043400329181e+33,1.044401000000000000e+06,2.080520958687298389e+03
9.509987642574567455e+32,1.037401000000000000e+06,2.053011750411649700e+03
8.751279729501875148e+32,1.031901000000000000e+06,2.023624432002803132e+03
8.069376693854045296e+32,1.027901000000000000e+06,1.992476113334853380e+03
7.443147514992182372e+32,1.025001000000000000e+06,1.959591695395021361e+03
6.846962086535181844e+32,1.023301000000000000e+06,1.923473365291459459e+03
6.275679839428591154e+32,1.023301000000000000e+06,1.882787533191514740e+03
5.745975117261704775e+32,1.025601000000000000e+06,1.837541845622473147e+03
5.271066560944406306e+32,1.030501000000000000e+06,1.788487643112057185e+03
4.853494624101744526e+32,1.038201000000000000e+06,1.736314244435353885e+03
4.489396681037055040e+32,1.048501000000000000e+06,1.682131811890530798e+03
4.171626590537167200e+32,1.061401000000000000e+06,1.626200699271781787e+03
3.891702933411986291e+32,1.076701000000000000e+06,1.568496639419465282e+03
3.642885553746449299e+32,1.094501000000000000e+06,1.508450935374307846e+03
3.422098548259215988e+32,1.114901000000000000e+06,1.445520740543748616e+03
